4.9      1592.258 NaN      NaN     
5.2      NaN      1489.113 NaN     
5.4      NaN      NaN      1390.527
5.9      1650.650 NaN      NaN     
6.2      NaN      1552.968 NaN     
6.4      NaN      NaN      1459.887
6.9      1710.425 NaN      NaN     
7.2      NaN      1618.202 NaN     
7.4      NaN      NaN      1530.622
7.9      1771.565 NaN      NaN     
8.2      NaN      1684.798 NaN     
8.4      NaN      NaN      1602.714
8.9      1834.053 NaN      NaN     
9.2      NaN      1752.737 NaN     
9.4      NaN      NaN      1676.144
9.9      1897.871 NaN      NaN     
10.2     NaN      1822.002 NaN     
10.4     NaN      NaN      1750.895
10.9     1963.001 NaN      NaN     
11.2     NaN      1892.574 NaN     
11.4     NaN      NaN      1826.949
11.9     2029.423 NaN      NaN     
12.2     NaN      1964.434 NaN     
12.4     NaN      NaN      1904.287
12.9     2097.119 NaN      NaN     
13.2     NaN      2037.565 NaN     
13.4     NaN      NaN      1982.889
13.9     2166.071 NaN      NaN     
14.2     NaN      2111.947 NaN     
14.4     NaN      NaN      2062.738
14.9     2236.259 NaN      NaN     
15.2     NaN      2187.560 NaN     
15.4     NaN      NaN      2143.813
15.9     2307.664 NaN      NaN     
16.2     NaN      2264.385 NaN     
16.4     NaN      NaN      2226.095
16.9     2380.265 NaN      NaN     
17.2     NaN      2342.402 NaN     
17.4     NaN      NaN      2309.564
17.9     2450.982 2400.052 2349.122
17.9     2454.043 NaN      NaN     
18.2     NaN      2421.592 NaN     
18.4     NaN      NaN      2394.200
18.9     2528.978 NaN      NaN     
19.2     NaN      2501.933 NaN     
19.4     NaN      NaN      2479.982
19.9     2605.048 NaN      NaN     
20.2     NaN      2583.406 NaN     
20.4     NaN      NaN      2566.891
20.9     2682.235 NaN      NaN     
21.2     NaN      2665.990 NaN     
21.4     NaN      NaN      2654.904
21.9     2760.515 NaN      NaN     
22.2     NaN      2749.663 NaN     
22.4     NaN      NaN      2744.002
22.9     2839.868 NaN      NaN     
23.2     NaN      2834.404 NaN     
23.4     NaN      NaN      2834.162
23.9     2920.274 NaN      NaN     
24.2     NaN      2920.191 NaN     
24.4     NaN      NaN      2925.363
24.9     3001.709 NaN      NaN     
25.2     NaN      3007.004 NaN     
25.4     NaN      NaN      3017.583
25.6     3058.666 3047.520 3036.374
25.9     3084.151 NaN      NaN     
26.2     NaN      3094.819 NaN     
26.4     NaN      NaN      3110.800
26.9     3167.580 NaN      NaN     
27.2     NaN      3183.615 NaN     
27.4     NaN      NaN      3204.992
27.8     3240.000 3240.000 3240.000
27.9     3251.971 NaN      NaN     
28.2     NaN      3273.369 NaN     
28.4     NaN      NaN      3300.136
28.9     3337.303 NaN      NaN     
29.2     NaN      3364.058 NaN     
29.4     NaN      NaN      3396.209
29.9     3423.553 NaN      NaN     
30.2     NaN      3455.658 NaN     
30.4     NaN      NaN      3493.188
30.9     3510.696 NaN      NaN     
31.2     NaN      3548.148 NaN     
31.4     NaN      NaN      3591.050
31.9     3598.710 NaN      NaN     
32.2     NaN      3641.503 NaN     
32.4     NaN      NaN      3689.770
32.9     3687.571 NaN      NaN     
33.2     NaN      3735.699 NaN     
33.4     NaN      NaN      3789.326
33.9     3777.255 NaN      NaN     
34.2     NaN      3830.713 NaN     
34.4     NaN      NaN      3889.693
34.9     3867.737 NaN      NaN     
35.2     NaN      3926.519 NaN     
35.4     NaN      NaN      3990.846
35.7     3933.867 3974.337 4014.807
35.9     3958.994 NaN      NaN     
36.2     NaN      4023.094 NaN     
36.4     NaN      NaN      4092.762
36.9     4050.999 NaN      NaN     
37.2     NaN      4120.413 NaN     
37.4     NaN      NaN      4195.414
37.9     4143.730 NaN      NaN     
38.2     NaN      4218.450 NaN     
38.4     NaN      NaN      4298.779
38.9     4237.159 NaN      NaN     
39.2     NaN      4317.181 NaN     
39.4     NaN      NaN      4402.830
39.9     4331.262 NaN      NaN     
